citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Self Nonself. 2011 Jan-Mar; 2(1): 55–72.,10.4161/self.2.1.14790,PMC3136905,21776336,Differential occurrence of protein intrinsic disorder in the cytoplasmic signaling domains of cell receptors,Alexander B Sigalov;Vladimir N Uversky,"1SignaBlok Inc.; Shrewsbury, MA USA;2Department of Molecular Medicine; University of South Florida; Tampa, FL USA;3Institute for Intrinsically Disordered Protein Research; Center for Computational Biology and Bioinformatics; University of Indiana School of Medicine; Indianapolis, IN USA;4Institute for Biological Instrumentation; Russian Academy of Sciences; Moscow, Russia;Corresponding author.;Correspondence to: Alexander B. Sigalov and Vladimir N. Uversky; Email: moc.kolbangis@volagis and ude.fsu.htlaeh@yksrevuv","In human membrane proteins, intrinsically disordered regions, the regions that lack a well-defined three-dimensional structure under physiological conditions, preferentially occur in the cytoplasmic tails. Many of these proteins represent cell receptors that function by recognizing their cognate ligand outside the cell and translating this binding information into an intracellular activation signal. Based on location of recognition and signaling (effector) domains, functionally diverse and unrelated cell receptors can be classified into two main families: those in which binding and signaling domains are located on the same protein chain, the so-called single-chain receptors (SRs), and those in which these domains are intriguingly located on separate subunits, the so-called multichain receptors (MRs). Recognition domains of both SRs and MRs are known to be well ordered. In contrast, while cytoplasmic signaling domains of SRs are well-structured as well, those of MRs are intrinsically disordered. Despite important role of receptor signaling in health and disease, extensive comparative structural analysis of receptor signaling domains has not been carried out as of yet. In this study, using a variety of prediction algorithms, we show that protein disorder is a characteristic and distinctive feature of receptors with recognition and signaling functions distributed between separate protein chains. We also reveal that disorder distribution patterns are rather similar within SR subclasses suggesting potential functional explanations. Why did nature select protein disorder to provide intracellular signaling for MRs? Is there any correlation between disorder profiles of signaling domains and receptor function? These and other questions are addressed in this article.",intrinsically disordered proteins;immune signaling;protein disorder;single-chain receptors;multichain immune recognition receptors;MIRR;T cell receptor;B cell receptor;RTK;receptor tyrosine kinases
Curr Opin Struct Biol. 2011 Jun; 21(3): 426–431.,10.1016/j.sbi.2011.04.001,PMC3112268,21530234,Constructing Ensembles for Intrinsically Disordered Proteins,Charles K. Fisher;Collin M. Stultz,"aCommittee on Higher Degrees in Biophysics, Harvard University, Cambridge, MA 02139-4307, United States of America;bHarvard-MIT Division of Health Sciences and Technology, Department of Electrical Engineering and Computer Science, Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA 02139-4307, United States of America;*Electronic mail to: ude.tim@ztlutsmc","The relatively flat energy landscapes associated with intrinsically disordered proteins makes modeling these systems especially problematic. A comprehensive model for these proteins requires one to build an ensemble consisting of a finite collection of structures, and their corresponding relative stabilities, which adequately capture the range of accessible states of the protein. In this regard, methods that use computational techniques to interpret experimental data in terms of such ensembles are an essential part of the modeling process. In this review, we critically assess the advantages and limitations of current techniques and discuss new methods for the validation of these ensembles.",
Nucleic Acids Res. 2011 May; 39(10): 4076–4087.,10.1093/nar/gkq1343,PMC3105402,21278158,Effects of HMGN variants on the cellular transcription profile,Mark Rochman;Leila Taher;Toshihiro Kurahashi;Srujana Cherukuri;Vladimir N. Uversky;David Landsman;Ivan Ovcharenko;Michael Bustin,"1Protein Section, Laboratory of Metabolism, Center for Cancer Research, National Cancer Institute, 2Computational Biology Branch, National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, 9000 Rockville Pike, Bethesda, MD 20894, 3Institute for Intrinsically Disordered Protein Research, Center for Computational Biology and Bioinformatics, Department of Biochemistry and Molecular Biology, Indiana University School of Medicine, Indianapolis, IN 46202, 4Department of Molecular Medicine, University of South Florida, Tampa, FL 33612, USA and 5Institute for Biological Instrumentation, Russian Academy of Sciences, 142290 Pushchino, Moscow Region, Russia;Corresponding author.;*To whom correspondence should be addressed. Tel: +1 301 496 5234; Fax: +1 301 496 8419; Email: vog.hin.xileh@nitsub;The authors wish it to be known that, in their opinion, the first two authors should be regarded as joint First Authors.;Present address: Srujana Cherukuri, University of Maryland School of Medicine, Department of Pediatrics, Center for Stem Cell and Regenerative Medicine 20 Penn Street, HSF II Room S103, Baltimore, MD 212014, USA.","High mobility group N (HMGN) is a family of intrinsically disordered nuclear proteins that bind to nucleosomes, alters the structure of chromatin and affects transcription. A major unresolved question is the extent of functional specificity, or redundancy, between the various members of the HMGN protein family. Here, we analyze the transcriptional profile of cells in which the expression of various HMGN proteins has been either deleted or doubled. We find that both up- and downregulation of HMGN expression altered the cellular transcription profile. Most, but not all of the changes were variant specific, suggesting limited redundancy in transcriptional regulation. Analysis of point and swap HMGN mutants revealed that the transcriptional specificity is determined by a unique combination of a functional nucleosome-binding domain and C-terminal domain. Doubling the amount of HMGN had a significantly larger effect on the transcription profile than total deletion, suggesting that the intrinsically disordered structure of HMGN proteins plays an important role in their function. The results reveal an HMGN-variant-specific effect on the fidelity of the cellular transcription profile, indicating that functionally the various HMGN subtypes are not fully redundant.",
PLoS One. 2011; 6(5): e20488.,10.1371/journal.pone.0020488,PMC3103576,21647374,"Markov Models of Amino Acid Substitution to Study Proteins with
Intrinsically Disordered Regions",Adam M. Szalkowski;Maria Anisimova,"
1
Swiss Institute of Bioinformatics, Lausanne,
Switzerland, 
;
2
Computational Biochemistry Research Group,
Computer Science Department, ETH Zurich, Zurich, Switzerland, 
;University of South Florida College of Medicine, United States of
America;* E-mail: hc.zhte.fni@ikswoklazs.mada;Conceived and designed the experiments: AMS MA. Performed the experiments:
AMS. Analyzed the data: AMS MA. Contributed reagents/materials/analysis
tools: AMS. Wrote the paper: AMS MA.","Conceived and designed the experiments: AMS MA. Performed the experiments:
AMS. Analyzed the data: AMS MA. Contributed reagents/materials/analysis
tools: AMS. Wrote the paper: AMS MA.",
Mol Biosyst. 2012 Jan; 8(1): 210–219.,10.1039/c1mb05263b,PMC5365143,21909508,Intrinsically disordered proteins as molecular shields†,Sohini Chakrabortee;Rashmi Tripathi;Matthew Watson;Gabriele S. Kaminski Schierle;Davy P. Kurniawan;Clemens F. Kaminski;Michael J. Wise;Alan Tunnacliffe,"aCell and Organism Engineering Laboratory, Department of Chemical Engineering and Biotechnology, University of Cambridge, Pembroke Street, Cambridge CB2 3RA, UK;bLaser Analytics Group, Department of Chemical Engineering and Biotechnology, University of Cambridge, Pembroke Street, Cambridge CB2 3RA, UK;cSchool of Advanced Optical Technologies, Max Planck Institute for the Science of Light, Günther Scharowski Strasse 1, Erlangen, Germany;dBiomolecular, Biomedical and Chemical Sciences, University of Western Australia, Crawley WA 6009, Australia;*ku.ca.mac@40001ta,
ua.ude.awu@esiW.leahciM;†Published as part of a Molecular BioSystems themed issue on
Intrinsically Disordered Proteins: Guest Editor M Madan Babu.","The broad family of LEA proteins are intrinsically disordered proteins (IDPs) with several potential roles in desiccation tolerance, or anhydrobiosis, one of which is to limit desiccation-induced aggregation of cellular proteins. We show here that this activity, termed molecular shield function, is distinct from that of a classical molecular chaperone, such as HSP70 – while HSP70 reduces aggregation of citrate synthase (CS) on heating, two LEA proteins, a nematode group 3 protein, AavLEA1, and a plant group 1 protein, Em, do not; conversely, the LEA proteins reduce CS aggregation on desiccation, while HSP70 lacks this ability. There are also differences in interaction with client proteins – HSP70 can be co-immunoprecipitated with a polyglutamine-containing client, consistent with tight complex formation, whereas the LEA proteins can not, although a loose interaction is observed by Förster resonance energy transfer. In a further exploration of molecular shield function, we demonstrate that synthetic polysaccharides, like LEA proteins, are able to reduce desiccation-induced aggregation of a water-soluble proteome, consistent with a steric interference model of anti-aggregation activity. If molecular shields operate by reducing intermolecular cohesion rates, they should not protect against intramolecular protein damage. This was tested using the monomeric red fluorescent protein, mCherry, which does not undergo aggregation on drying, but the absorbance and emission spectra of its intrinsic fluorophore are dramatically reduced, indicative of intramolecular conformational changes. As expected, these changes are not prevented by AavLEA1, except for a slight protection at high molar ratios, and an AavLEA1-mCherry fusion protein is damaged to the same extent as mCherry alone. A recent hypothesis proposed that proteomes from desiccation-tolerant species contain a higher degree of disorder than intolerant examples, and that this might provide greater intrinsic stability, but a bioinformatics survey does not support this, since there are no significant differences in the degree of disorder between desiccation tolerant and intolerant species. It seems clear therefore that molecular shield function is largely an intermolecular activity implemented by specialist IDPs, distinct from molecular chaperones, but with a role in proteostasis.",
J Magn Reson. 2011 Mar; 209(1): 94–100.,10.1016/j.jmr.2010.12.012,PMC3048770,21277815,Sparsely-sampled High-resolution 4-D Experiments for Efficient Backbone Resonance Assignment of Disordered Proteins,Jie Wen;Jihui Wu;Pei Zhou,"1 Hefei National Laboratory for Physical Sciences at the Microscale, University of Science and Technology of China, Hefei, Anhui, P.R. China;2 School of Life Science, University of Science and Technology of China, Hefei, Anhui, P.R. China;3 Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA;*
To whom correspondence should be addressed. ude.ekud.mehcoib@uohziep; nc.ude.ctsu@iuhijuw","Intrinsically disordered proteins (IDPs) play important roles in many critical cellular processes. Due to their limited chemical shift dispersion, IDPs often require four pairs of resonance connectivities (Hα, Cα, Cβ and CO) for establishing sequential backbone assignment. Because most conventional 4-D triple-resonance experiments share an overlapping Cα evolution period, combining existing 4-D experiments does not offer an optimal solution for non-redundant collection of a complete set of backbone resonances. Using alternative chemical shift evolution schemes, we propose a new pair of 4-D triple resonance experiments—HA(CA)CO(CA)NH/HA(CA)CONH—that complement the 4-D HNCACB/HN(CO)CACB experiments to provide complete backbone resonance information. Collection of high-resolution 4-D spectra with sparse sampling and FFT-CLEAN processing enables efficient acquisition and assignment of complete backbone resonances of IDPs. Importantly, because the CLEAN procedure iteratively identifies resonance signals and removes their associating aliasing artifacts, it greatly reduces the dependence of the reconstruction quality on sampling schemes and produces high-quality spectra even with less-than-optimal sampling schemes.",Fast NMR;Sparse Sampling;Sequential Assignment;FFT-CLEAN;IDP
Q Rev Biophys. 2011 Nov; 44(4): 467–518.,10.1017/S0033583511000060,PMC3189428,21729349,Expanding the proteome: disordered and alternatively-folded proteins,H. Jane Dyson,"H. Jane Dyson,  Department of Molecular Biology MB2, The Scripps Research Institute, 10550 North Torrey Pines Road, La Jolla, California 92037, USA;;Corresponding author: Dr. H. Jane Dyson, Department of Molecular Biology MB2, The Scripps Research Institute, 10550 North Torrey Pines Road, La Jolla, California 92037, USA, Tel: 1-858-784-2223, Fax: 1-858-784-9822, ude.sppircs@nosyd","Proteins provide much of the scaffolding for life, as well as undertaking a variety of essential catalytic reactions. These characteristic functions have led us to presuppose that proteins are in general functional only when well-structured and correctly folded. As we begin to explore the repertoire of possible protein sequences inherent in the human and other genomes, two stark facts that belie this supposition become clear: firstly, the number of apparent open reading frames in the human genome is significantly smaller than appears to be necessary to code for all of the diverse proteins in higher organisms, and secondly that a significant proportion of the protein sequences that would be coded by the genome would not be expected to form stable three-dimensional structures. Clearly the genome must include coding for a multitude of alternative forms of proteins, some of which may be partly or fully disordered or incompletely structured in their functional states. At the same time as this likelihood was recognized, experimental studies also began to uncover examples of important protein molecules and domains that were incompletely structured or completely disordered in solution, yet remained perfectly functional. In the ensuing years, we have seen an explosion of experimental and genome-annotation studies that have mapped the extent of the intrinsic disorder phenomenon and explored the possible biological rationales for its widespread occurrence. Answers to the question “why would a particular domain need to be unstructured?” are as varied as the systems where such domains are found. This review provides a survey of recent new directions in this field, and includes an evaluation of the role not only of intrinsically disordered proteins but of partially structured and highly dynamic members of the disorder-order continuum.",
Biochim Biophys Acta. 2011 Aug; 1814(8): 1021–1029.,10.1016/j.bbapap.2011.01.011,PMC3114273,21303706,Protein folding at single-molecule resolution,Allan Chris M. Ferreon;Ashok A. Deniz,"Author Affiliations: Department of Molecular Biology, The Scripps Research Institute, 10550 North Torrey Pines MB-19, La Jolla, California 92037;Allan Chris M. Ferreon: ude.sppircs@noerrefa;  Ashok A. Deniz: ude.sppircs@zined ;*Corresponding Author Footnote: To whom correspondence and reprint requests should be sent. Tel.: +1 858 784 9192; fax: +1 858 784 9067. ude.sppircs@zined","The protein folding reaction carries great significance for cellular function and hence continues to be the research focus of a large interdisciplinary protein science community. Single-molecule methods are providing new and powerful tools for dissecting the mechanisms of this complex process by virtue of their ability to provide views of protein structure and dynamics without associated ensemble averaging. This review briefly introduces common FRET and force methods, and then explores several areas of protein folding where single-molecule experiments have yielded insights. These include exciting new information about folding landscapes, dynamics, intermediates, unfolded ensembles, intrinsically disordered proteins, assisted folding and biomechanical unfolding. Emerging and future work is expected to include advances in single-molecule techniques aimed at such investigations, and increasing work on more complex systems from both the physics and biology standpoints, including folding and dynamics of systems of interacting proteins and of proteins in cells and organisms.",
Biophys J. 2011 Sep 21; 101(6): 1450–1458.,10.1016/j.bpj.2011.08.003,PMC3177054,21943426,Multiscale Ensemble Modeling of Intrinsically Disordered Proteins: p53 N-Terminal Domain,Tsuyoshi Terakawa;Shoji Takada,"Department of Biophysics Graduate School of Science, Kyoto University, Kyoto, Japan; and CREST Japan Science and Technology Agency, Tokyo, Japan;Shoji Takada: pj.ca.u-otoyk.syhpoib@adakat ;∗Corresponding author pj.ca.u-otoyk.syhpoib@adakat","Intrinsically disordered proteins (IDPs) are ubiquitous and play key roles in transcriptional regulations and other cellular processes. To characterize diverse structural ensembles of IDPs, combinations of NMR and computational modeling showed some promise, but they need further improvements. Here, for accurate and efficient modeling of IDPs, we propose a systematic multiscale computational method. We first perform all-atom replica-exchange molecular dynamics (MD) simulations of a few fragments selected from a target IDP. These results together with generic knowledge-based local potentials are fed into the iterative Boltzmann inversion method to obtain an accurate coarse-grained potential. Then coarse-grained MD simulations provide the IDP ensemble. We tested the new method for the disordered N-terminal domain of p53 showing that the method reproduced the residual dipolar coupling and x-ray scattering profile very accurately. Further local structure analyses revealed that, guided by all-atom MD ensemble of fragments, the p53 N-terminal domain ensemble was biased to kinked structures in the AD1 region and biased to extended conformers in a proline-rich region and these biases contributed to improvement of the reproduction of the experiments.",
PLoS One. 2011; 6(11): e27371.,10.1371/journal.pone.0027371,PMC3220680,22125611,Microsecond Molecular Dynamics Simulations of Intrinsically Disordered Proteins Involved in the Oxidative Stress Response,Elio A. Cino;Jirasak Wong-ekkabut;Mikko Karttunen;Wing-Yiu Choy,"
1
Department of Biochemistry, The University of Western Ontario, London, Ontario, Canada, 
;
2
Department of Applied Mathematics, The University of Western Ontario, London, Ontario, Canada, 
;
3
Faculty of Science, Kasetsart University, Chatuchak, Bangkok, Thailand, 
;
4
Department of Chemistry, University of Waterloo, Waterloo, Ontario, Canada, 
;Governmental Technical Research Centre of Finland, Finland;* E-mail: )KM( ac.oolretawu@nenuttrak.okkim (MK); )CY-W( ac.owu@4yohcj (WC);Conceived and designed the experiments: W-YC MK EAC. Performed the experiments: EAC JW-e. Analyzed the data: EAC W-YC. Contributed reagents/materials/analysis tools: W-YC EAC. Wrote the paper: EAC MK W-YC JW-e.",Conceived and designed the experiments: W-YC MK EAC. Performed the experiments: EAC JW-e. Analyzed the data: EAC W-YC. Contributed reagents/materials/analysis tools: W-YC EAC. Wrote the paper: EAC MK W-YC JW-e.,
BMC Bioinformatics. 2011; 12: 244.,10.1186/1471-2105-12-244,PMC3213298,21682895,HomPPI: a class of sequence homology based protein-protein interface prediction methods,Li C Xue;Drena Dobbs;Vasant Honavar,"1Department of Computer Science, Iowa State University, Ames, IA 50011, USA;2Department of Genetics, Development and Cell Biology, Iowa State University, Ames, IA 50011, USA;3Bioinformatics and Computational Biology Program, Iowa State University, Ames, IA 50011, USA;Corresponding author.;Li C Xue: moc.liamg@euxil.em;  Drena Dobbs: ude.etatsai@sbbodd;  Vasant Honavar: ude.etatsai.sc@ravanoh ","Although homology-based methods are among the most widely used methods for predicting the structure and function of proteins, the question as to whether interface sequence conservation can be effectively exploited in predicting protein-protein interfaces has been a subject of debate.",
Structure. 2011 Jun 8; 19(6): 859–867.,10.1016/j.str.2011.03.010,PMC3145976,21645856,Relative Solvent Accessible Surface Area Predicts Protein Conformational Changes upon Binding,Joseph A. Marsh;Sarah A. Teichmann,"1MRC Laboratory of Molecular Biology, Hills Road, Cambridge CB2 0QH, UK;Joseph A. Marsh: ku.ca.mac.bml-crm@hsramj ;∗Corresponding author ku.ca.mac.bml-crm@hsramj","Protein interactions are often accompanied by significant changes in conformation. We have analyzed the relationships between protein structures and the conformational changes they undergo upon binding. Based upon this, we introduce a simple measure, the relative solvent accessible surface area, which can be used to predict the magnitude of binding-induced conformational changes from the structures of either monomeric proteins or bound subunits. Applying this to a large set of protein complexes suggests that large conformational changes upon binding are common. In addition, we observe considerable enrichment of intrinsically disordered sequences in proteins predicted to undergo large conformational changes. Finally, we demonstrate that the relative solvent accessible surface area of monomeric proteins can be used as a simple proxy for protein flexibility. This reveals a powerful connection between the flexibility of unbound proteins and their binding-induced conformational changes, consistent with the conformational selection model of molecular recognition.",
J Biol Chem. 2011 Jun 17; 286(24): 21796–21805.,10.1074/jbc.M111.228445,PMC3122234,21507961,Covalent Structural Changes in Unfolded GroES That Lead to Amyloid Fibril Formation Detected by NMR,Hisanori Iwasa;Shunsuke Meshitsuka;Kunihiro Hongo;Tomohiro Mizobata;Yasushi Kawata,"From the ‡Department of Chemistry and Biotechnology, Graduate School of Engineering, and ;the §Department of Biomedical Science, Institute of Regenerative Medicine and Biofunction, Graduate School of Medical Science, Tottori University, Tottori 680-8552, Japan;1 To whom correspondence should be addressed: Dept. of Chemistry and Biotechnology, Graduate School of Engineering, Tottori University, Koyama-Minami, Tottori 680-8552, Japan.,  Tel./Fax: 81-857-31-5271; E-mail: pj.ca.u-irottot.oib@atawak.","Co-chaperonin GroES from Escherichia coli works with chaperonin GroEL to mediate the folding reactions of various proteins. However, under specific conditions, i.e. the completely disordered state in guanidine hydrochloride, this molecular chaperone forms amyloid fibrils similar to those observed in various neurodegenerative diseases. Thus, this is a good model system to understand the amyloid fibril formation mechanism of intrinsically disordered proteins. Here, we identified a critical intermediate of GroES in the early stages of this fibril formation using NMR and mass spectroscopy measurements. A covalent rearrangement of the polypeptide bond at Asn45-Gly46 and/or Asn51-Gly52 that eventually yield β-aspartic acids via deamidation of asparagine was observed to precede fibril formation. Mutation of these asparagines to alanines resulted in delayed nucleus formation. Our results indicate that peptide bond rearrangement at Asn-Gly enhances the formation of GroES amyloid fibrils. The finding provides a novel insight into the structural process of amyloid fibril formation from a disordered state, which may be applicable to intrinsically disordered proteins in general.",Amyloid;Chaperone Chaperonin;NMR;Protein Conformation;Protein Folding;Asn-Gly Rearrangement;Intrinsically Disordered Protein
PLoS Biol. 2011 Feb; 9(2): e1000591.,10.1371/journal.pbio.1000591,PMC3039663,21347241,Self-Organization and Regulation of Intrinsically Disordered Proteins with Folded N-Termini,Philip C. Simister;Fred Schaper;Nicola O'Reilly;Simon McGowan;Stephan M. Feller,"1Cell Signalling Group, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, University of Oxford, Oxford, United Kingdom;2Department of Systems Biology, Otto-von-Guericke-University Magdeburg, Magdeburg, Germany;3Peptide Synthesis Laboratory, Cancer Research UK London Research Institute, London, United Kingdom;4Computational Biology Research Group, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, University of Oxford, Oxford, United Kingdom;Brandeis University, United States of America;* E-mail: ku.ca.xo.mmi@rellef.nahpets;Essays articulate a specific perspective on a topic of broad interest to scientists.","Here we hypothesize that some proteins use their structured N-terminal domains (SNTDs) to organize the remaining protein chain by means of intramolecular interactions, so generating partially condensed proteins. This model has several attractive features: as the nascent protein chain emerges from the ribosome, the SNTD folds spontaneously and then serves as a nucleation point for the yet unstructured amino acid chain, creating more compact shapes. This reduces the risk of protein degradation or aggregation. Moreover, an interspersed pattern of SNTD-docked regions and free loops can coordinate assembly of sub-complexes in defined loop-sections and enables novel regulatory mechanisms, for example through posttranslational modifications of docked regions.",
