citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
PLoS One. 2013; 8(5): e62947.,10.1371/journal.pone.0062947,PMC3647075,23667548,Highly Efficient NMR Assignment of Intrinsically Disordered Proteins: Application to B- and T Cell Receptor Domains,Linnéa Isaksson;Maxim Mayzel;Maria Saline;Anders Pedersen;Joakim Rosenlöw;Bernhard Brutscher;B. Göran Karlsson;Vladislav Y. Orekhov,"
1
Swedish NMR Centre, University of Gothenburg, Gothenburg, Sweden, 
;
2
Institut de Biologie Structurale, Université Grenoble CEA CNRS, Grenoble, France, 
;
University of Alberta, Canada, 
;* E-mail: es.ug.rmn@vohkero.valsidalv;Competing Interests: The authors have declared that no competing interests exist.;Conceived and designed the experiments: LI MM MS VO. Performed the experiments: LI MM JR VO. Analyzed the data: LI MM MS JR VO. Contributed reagents/materials/analysis tools: AP BGK BB MM VO. Wrote the paper: VO LI MM.",Conceived and designed the experiments: LI MM MS VO. Performed the experiments: LI MM JR VO. Analyzed the data: LI MM MS JR VO. Contributed reagents/materials/analysis tools: AP BGK BB MM VO. Wrote the paper: VO LI MM.,
Intrinsically Disord Proteins. 2013 Jan-Dec; 1(1): e24360.,10.4161/idp.24360,PMC5424786,28516008,The alphabet of intrinsic disorder,Francois-Xavier Theillet;Lajos Kalmar;Peter Tompa;Kyou-Hoon Han;Philipp Selenko;A. Keith Dunker;Gary W. Daughdrill;Vladimir N Uversky,"1In-cell NMR Spectroscopy; Leibniz Institute of Molecular Pharmacology (FMP Berlin); Berlin, Germany;2VIB Department of Structural Biology; Vrije Universiteit Brussel; Brussels, Belgium;3Institute of Enzymology; Research Centre for Natural Sciences; Hungarian Academy of Sciences; Budapest, Hungary;4Department of Bioinformatics; University of Science and Technology; Daejeon, Yuseong-gu, Korea;5Biomedical Translational Research Center; Division of Convergent Biomedical Research; Korea Research Institute of Bioscience and Biotechnology; Daejeon, Yuseong-gu, Korea;6Center for Computational Biology and Bioinformatics; Department of Biochemistry and Molecular Biology; Indiana University School of Medicine; Indianapolis, IN USA;7Center for Drug Discovery and Innovation; Department of Cell Biology, Microbiology and Molecular Biology; University of South Florida; Tampa, FL USA;8Department of Molecular Medicine and USF Health Byrd Alzheimer's Research Institute; College of Medicine; University of South Florida; Tampa, FL USA;9Institute for Biological Instrumentation; Russian Academy of Sciences; Moscow Region, Russia;*Correspondence to: Vladimir N Uversky, Email: ude.fsu.htlaeh@yksrevuv","A significant fraction of every proteome is occupied by biologically active proteins that do not form unique three-dimensional structures. These intrinsically disordered proteins (IDPs) and IDP regions (IDPRs) have essential biological functions and are characterized by extensive structural plasticity. Such structural and functional behavior is encoded in the amino acid sequences of IDPs/IDPRs, which are enriched in disorder-promoting residues and depleted in order-promoting residues. In fact, amino acid residues can be arranged according to their disorder-promoting tendency to form an alphabet of intrinsic disorder that defines the structural complexity and diversity of IDPs/IDPRs. This review is the first in a series of publications dedicated to the roles that different amino acid residues play in defining the phenomenon of protein intrinsic disorder. We start with proline because data suggests that of the 20 common amino acid residues, this one is the most disorder-promoting.",cis-trans isomerization;conformational restriction;intrinsically disordered protein;post-translational modification;protein solubility;protein surfaces
Anal Biochem. 2014 Mar 15; 449: 17–25.,10.1016/j.ab.2013.12.005,PMC3944900,24333248,Generating NMR Chemical Shift Assignments of Intrinsically Disordered Proteins Using Carbon-Detect NMR Methods,Debashish Sahu;Monique Bastidas;Scott Showalter,"aDepartment of Chemistry, The Pennsylvania State University, University Park, Pennsylvania 16802, United States;Debashish Sahu: ude.usp@21szd;  Monique Bastidas: ude.usp@6525bom ;*Corresponding Author, Address: 104 Chemistry Building, Pennsylvania State University, University Park, Pennsylvania 16802, United States, Phone: 1-814-865-2318., Fax: 1-814-865-3314., ude.usp@67sas (S.A.S.)","There is an extraordinary need to describe the structures of intrinsically disordered proteins (IDPs) due to their role in various biological processes involved in signaling and transcription. However, general study of IDPs by NMR spectroscopy is limited by the poor 1H-amide chemical shift dispersion typically observed in their spectra. Recently, 13C direct-detected NMR spectroscopy has been recognized as enabling broad structural study of IDPs. Most notably, multi-dimensional experiments based on the 15N,13C-CON spectrum make complete chemical shift assignment feasible. Here we document a collection of NMR based tools that efficiently lead to chemical shift assignment of IDPs, motivated by a case study of the C-terminal disordered region from the human pancreatic transcription factor Pdx1. Our strategy builds on the combination of two 3D experiments, (HN-flip)N(CA)CON and 3D (HN-flip)N(CA)NCO, that enable daisy-chain connections to be built along the IDP backbone, facilitated by acquisition of amino-acid specific 15N,13C-CON detected experiments. Assignments are completed through carbon-detected, TOCSY based side chain chemical shift measurement. Conducting our study required producing valuable modifications to many previously published pulse sequences, motivating us to announce the creation of a database of our pulse programs, which we make freely available through the web.",intrinsically disordered proteins;carbon detect NMR;amino-acid filtered NMR;CAS-NMR;Pdx1
Protein Sci. 2013 Jun; 22(6): 693–724.,10.1002/pro.2261,PMC3690711,23553817,A decade and a half of protein intrinsic disorder: Biology still waits for physics,Vladimir N Uversky,"1Department of Molecular Medicine, USF Health Byrd Alzheimer's Research Institute, Morsani College of Medicine, University of South Florida, Tampa, Florida, 33612;2Institute for Biological Instrumentation, Russian Academy of Sciences, 142292, Pushchino, Moscow Region, Russia;*Correspondence to: Vladimir N. Uversky, Department of Molecular Medicine, University of South Florida, Morsani College of Medicine, 12901 Bruce B. Downs Blvd, MDC07, Tampa, FL. E-mail: ude.fsu.htlaeh@yksrevuv","The abundant existence of proteins and regions that possess specific functions without being uniquely folded into unique 3D structures has become accepted by a significant number of protein scientists. Sequences of these intrinsically disordered proteins (IDPs) and IDP regions (IDPRs) are characterized by a number of specific features, such as low overall hydrophobicity and high net charge which makes these proteins predictable. IDPs/IDPRs possess large hydrodynamic volumes, low contents of ordered secondary structure, and are characterized by high structural heterogeneity. They are very flexible, but some may undergo disorder to order transitions in the presence of natural ligands. The degree of these structural rearrangements varies over a very wide range. IDPs/IDPRs are tightly controlled under the normal conditions and have numerous specific functions that complement functions of ordered proteins and domains. When lacking proper control, they have multiple roles in pathogenesis of various human diseases. Gaining structural and functional information about these proteins is a challenge, since they do not typically “freeze” while their “pictures are taken.” However, despite or perhaps because of the experimental challenges, these fuzzy objects with fuzzy structures and fuzzy functions are among the most interesting targets for modern protein research. This review briefly summarizes some of the recent advances in this exciting field and considers some of the basic lessons learned from the analysis of physics, chemistry, and biology of IDPs.",intrinsically disordered protein;intrinsically disordered protein region;protein structure;protein function;protein evolution;protein–protein interaction;partially folded protein
Cell Death Differ. 2013 Sep; 20(9): 1257–1267.,10.1038/cdd.2013.65,PMC3741502,23764774,Resilience of death: intrinsic disorder in proteins involved in the programmed cell death,Z Peng;B Xue;L Kurgan;V N Uversky,"1Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Alberta, Canada;2Department of Molecular Medicine, College of Medicine, University of South Florida, Tampa, FL 33612, USA;3Byrd Alzheimer's Research Institute, College of Medicine, University of South Florida, Tampa, FL 33612, USA;4Institute for Biological Instrumentation, Russian Academy of Sciences, 142290 Pushchino, Moscow Region, Russia;*Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Alberta, Canada,  T6G 2V4. Tel: +1 780 492 5488; Fax: +1 780 492 1811; E-mail: ac.atreblau.ece@nagrukl;*Department of Molecular Medicine, University of South Florida, 12901 Bruce B. Downs Boulevard, MDC07, Tampa, FL 33612, USA. Tel: +1 813 0748 5816; Fax: +1 813 974 7357; E-mail: ude.fsu.htlaeh@yksrevuv","It is recognized now that intrinsically disordered proteins (IDPs), which do not have unique 3D structures as a whole or in noticeable parts, constitute a significant fraction of any given proteome. IDPs are characterized by an astonishing structural and functional diversity that defines their ability to be universal regulators of various cellular pathways. Programmed cell death (PCD) is one of the most intricate cellular processes where the cell uses specialized cellular machinery and intracellular programs to kill itself. This cell-suicide mechanism enables metazoans to control cell numbers and to eliminate cells that threaten the animal's survival. PCD includes several specific modules, such as apoptosis, autophagy, and programmed necrosis (necroptosis). These modules are not only tightly regulated but also intimately interconnected and are jointly controlled via a complex set of protein–protein interactions. To understand the role of the intrinsic disorder in controlling and regulating the PCD, several large sets of PCD-related proteins across 28 species were analyzed using a wide array of modern bioinformatics tools. This study indicates that the intrinsic disorder phenomenon has to be taken into consideration to generate a complete picture of the interconnected processes, pathways, and modules that determine the essence of the PCD. We demonstrate that proteins involved in regulation and execution of PCD possess substantial amount of intrinsic disorder. We annotate functional roles of disorder across and within apoptosis, autophagy, and necroptosis processes. Disordered regions are shown to be implemented in a number of crucial functions, such as protein–protein interactions, interactions with other partners including nucleic acids and other ligands, are enriched in post-translational modification sites, and are characterized by specific evolutionary patterns. We mapped the disorder into an integrated network of PCD pathways and into the interactomes of selected proteins that are involved in the p53-mediated apoptotic signaling pathway.",intrinsically disordered proteins;programmed cell death;protein–protein interaction;interaction network;protein structure;protein function;molecular recognition
Intrinsically Disord Proteins. 2013 Jan-Dec; 1(1): e25496.,10.4161/idp.25496,PMC5424799,28516015,Digested disorder,Vladimir N Uversky,"1Department of Molecular Medicine and USF Health Byrd Alzheimer's Research Institute; College of Medicince; University of South Florida; Tampa, FL USA;2Institute for Biological Instrumentation; Russian Academy of Sciences; Pushchino, Moscow Region, Russia;*Correspondence to: Vladimir N Uversky, Email: ude.fsu.htlaeh@yksrevuv","The current literature on intrinsically disordered proteins is blooming. A simple PubMed search for “intrinsically disordered protein OR natively unfolded protein” returns about 1,800 hits (as of June 17, 2013), with many papers published quite recently. To keep interested readers up to speed with this literature, we are starting a “Digested Disorder” project, which will encompass a series of reader’s digest type of publications aiming at the objective representation of the research papers and reviews on intrinsically disordered proteins. The only two criteria for inclusion in this digest are the publication date (a paper should be published within the covered time frame) and topic (a paper should be dedicated to any aspect of protein intrinsic disorder). The current digest covers papers published during the period of January, February and March of 2013. The papers are grouped hierarchically by topics they cover, and for each of the included paper a short description is given on its major findings.",disorder predictors;proteome;conformational disease;molecular recognition;experimental approaches
PLoS Comput Biol. 2013 Sep; 9(9): e1003239.,10.1371/journal.pcbi.1003239,PMC3784488,24086122,Polycation-π Interactions Are a Driving Force for Molecular Recognition by an Intrinsically Disordered Oncoprotein Family,Jianhui Song;Sheung Chun Ng;Peter Tompa;Kevin A. W. Lee;Hue Sun Chan,"1Departments of Biochemistry, Molecular Genetics, and Physics, University of Toronto, Toronto, Ontario, Canada;2Division of Life Science, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong S.A.R., China;3VIB Department of Structural Biology, Vrije Universiteit Brussel, Brussels, Belgium;4Institute of Enzymology, Hungarian Academy of Sciences, Budapest, Hungary;Fudan University, China;#Contributed equally.;* E-mail: kh.tsu@wakob (KAWL); ude.otnorot.dem.suinehrra@nahc (HSC);The authors have declared that no competing interests exist.;Conceived and designed the experiments: KAWL HSC. Performed the experiments: JS SCN KAWL HSC. Analyzed the data: JS SCN PT KAWL HSC. Wrote the paper: PT KAWL HSC.",Conceived and designed the experiments: KAWL HSC. Performed the experiments: JS SCN KAWL HSC. Analyzed the data: JS SCN PT KAWL HSC. Wrote the paper: PT KAWL HSC.,
J Am Soc Mass Spectrom. 2013 Oct; 24(10): 1584–1592.,10.1007/s13361-013-0669-y,PMC3773365,23884631,Time window expansion for HDX analysis of an intrinsically disordered protein,Devrishi Goswami;Srikripa Devarakonda;Michael J Chalmers;Bruce D Pascal;Bruce M Spiegelman;Patrick R Griffin,"1Department of Molecular Therapeutics, The Scripps Research Institute, Jupiter, FL;2Harvard Medical School, Dana-Farber Cancer Institute and Department of Cell Biology, Boston, MA;*Address correspondence to: Dr. Patrick R Griffin Department of Molecular Therapeutics, The Scripps Research Institute, #2A2, Jupiter, FL-33458","Application of typical HDX methods to examine intrinsically disordered proteins (IDP), proteins that are natively unstructured and highly dynamic at physiological pH, is limited due to the rapid exchange of unprotected amide hydrogens with solvent. The exchange rates of these fast exchanging amides are usually faster than the shortest time scale (10s) employed in typical automated HDX-MS experiments. Considering the functional importance of IDPs and their association with many diseases, it is valuable to develop methods that allow the study of solution dynamics of these proteins as well as the ability to probe the interaction of IDPs with their wide range of binding partners. Here, we report the application of time window expansion to the millisecond range by altering the on-exchange pH of the HDX experiment to study a well characterized IDP; the activation domain of the nuclear receptor coactivator, peroxisome proliferator-activated receptor gamma coactivator-1 alpha (PGC-1α). This method enabled mapping the regions of PGC-1α that are stabilized upon binding the ligand binding domain (LBD) of the nuclear receptor peroxisome proliferator-activated receptor gamma (PPARγ). We further demonstrate the method’s applicability to other binding partners of the IDP PGC-1α and pave the way for characterizing many other biologically important ID proteins.",Hydrogen deuterium exchange;automation;electrospray ionization;HPLC;mass spectrometry;nuclear receptors;intrinsically disorder;proteins;conformational mobility;protein dynamics
Nucleic Acids Res. 2014 Jan 1; 42(Database issue): D326–D335.,10.1093/nar/gkt960,PMC3964940,24174539,pE-DB: a database of structural ensembles of intrinsically disordered and of unfolded proteins,Mihaly Varadi;Simone Kosol;Pierre Lebrun;Erica Valentini;Martin Blackledge;A. Keith Dunker;Isabella C. Felli;Julie D. Forman-Kay;Richard W. Kriwacki;Roberta Pierattelli;Joel Sussman;Dmitri I. Svergun;Vladimir N. Uversky;Michele Vendruscolo;David Wishart;Peter E. Wright;Peter Tompa,"1VIB Department of Structural Biology, Vrije Universiteit Brussel, Brussels, 2European Molecular Biology Laboratory, Hamburg Unit, EMBL c/o DESY, Hamburg, Germany, 3CEA, CNRS, UJF-Grenoble 1, Protein Dynamics and Flexibility, Institut de Biologie Structurale Jean-Pierre Ebel, 41 Rue Jules Horowitz, Grenoble 38027, France, 4Indiana University School of Medicine; Indianapolis, IN, USA, 5Department of Chemistry, Center of Magnetic Resonance (CERM), University of Florence, Sesto Fiorentino, Italy, 6Molecular Structure and Function Program, Hospital for Sick Children, Toronto, Ontario, Canada, 7Department of Biochemistry, University of Toronto, Toronto, Ontario, Canada, 8Department of Structural Biology, St. Jude Children's Research Hospital, Memphis, TN, USA, 9Department of Structural Biology, Weizmann Institute of Science, Rehovot 76100, Israel, 10Department of Molecular Medicine and USF Health Byrd Alzheimer's Research Institute, Morsani College of Medicine, University of South Florida, Tampa, FL, USA, 11Institute for Biological Instrumentation, Russian Academy of Sciences, Pushchino, Moscow Region, Russia, 12Department of Chemistry, University of Cambridge, Cambridge, UK, 13Departments of Biological Sciences and Computing Science, University of Alberta, Edmonton, AB T6G 2E8, Canada, 14Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, USA 15Institute of Enzymology, Research Centre for Natural Sciences, Hungarian Academy of Sciences, Budapest;*To whom correspondence should be addressed. Tel: +322 6291962; Fax: +322 6291981; Email: eb.ca.buv@apmotp;Present address: Peter Tompa, Department of Structural Biology, VIB, Brussels, 1050, Belgium.","The goal of pE-DB (http://pedb.vib.be) is to serve as an openly accessible database for the deposition of structural ensembles of intrinsically disordered proteins (IDPs) and of denatured proteins based on nuclear magnetic resonance spectroscopy, small-angle X-ray scattering and other data measured in solution. Owing to the inherent flexibility of IDPs, solution techniques are particularly appropriate for characterizing their biophysical properties, and structural ensembles in agreement with these data provide a convenient tool for describing the underlying conformational sampling. Database entries consist of (i) primary experimental data with descriptions of the acquisition methods and algorithms used for the ensemble calculations, and (ii) the structural ensembles consistent with these data, provided as a set of models in a Protein Data Bank format. PE-DB is open for submissions from the community, and is intended as a forum for disseminating the structural ensembles and the methodologies used to generate them. While the need to represent the IDP structures is clear, methods for determining and evaluating the structural ensembles are still evolving. The availability of the pE-DB database is expected to promote the development of new modeling methods and leads to a better understanding of how function arises from disordered states.",
Mol Cell. 2013 Dec 26; 52(6): 832–843.,10.1016/j.molcel.2013.11.005,PMC3900029,24316221,Conserved RNA helicase FRH acts Nonenzymatically to Support the Intrinsically Disordered Neurospora clock protein FRQ,Jennifer M. Hurley;Luis F. Larrondo;Jennifer J. Loros;Jay C. Dunlap,"1Department of Genetics, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA;2Departamento de Genética Molecular y Microbiología, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Alameda 340, Santiago, Chile;3Department of Biochemistry, Geisel School of Medicine at Dartmouth, Hanover, NH 03755, USA;*Correspondence: ude.htuomtrad@palnud.c.yaj","Protein conformation dictates a great deal of protein function. A class of naturally unstructured proteins, termed Intrinsically Disordered Proteins (IDPs), demonstrates that flexibility in structure can be as important mechanistically as rigid structure. At the core of the circadian transcription/translation feedback loop in Neurospora crassa is the protein Frequency (FRQ), shown here shown to share many characteristics of IDPs. FRQ in turn binds to Frequency Interacting RNA Helicase (FRH), whose clock function has been assumed to relate to its predicted helicase function. However, mutational analyses reveal that the helicase function of FRH is not essential for the clock, and a region of FRH distinct from the helicase region is essential for stabilizing FRQ against rapid degradation via pathway distinct from its typical ubiquitin-mediated turnover. These data lead to the hypothesis that FRQ is an IDP and that FRH acts nonenzymatically, stabilizing FRQ to enable proper clock circuitry/function.",
Intrinsically Disord Proteins. 2013 Jan-Dec; 1(1): e25068.,10.4161/idp.25068,PMC5424789,28516012,Extracting structural information from charge-state distributions of intrinsically disordered proteins by non-denaturing electrospray-ionization mass spectrometry,Lorenzo Testa;Stefania Brocca;Carlo Santambrogio;Annalisa D’Urzo;Johnny Habchi;Sonia Longhi;Vladimir N Uversky;Rita Grandori,"1Department of Biotechnology and Biosciences; University of Milano-Bicocca; Milan, Italy;2Aix-Marseille Université; CNRS, Architecture et Fonction des Macromolécules Biologiques (AFMB); Marseille, France;3Department of Molecular Medicine; College of Medicine; University of South Florida; Tampa, FL USA;4Institute for Biological Instrumentation; Russian Academy of Sciences; Pushchino, Moscow Region, Russia;*Correspondence to: Rita Grandori, Email: ti.biminu@irodnarg.atir","Intrinsically disordered proteins (IDPs) exert key biological functions but tend to escape identification and characterization due to their high structural dynamics and heterogeneity. The possibility to dissect conformational ensembles by electrospray-ionization mass spectrometry (ESI-MS) offers an attracting possibility to develop a signature for this class of proteins based on their peculiar ionization behavior. This review summarizes available data on charge-state distributions (CSDs) obtained for IDPs by non-denaturing ESI-MS, with reference to globular or chemically denatured proteins. The results illustrate the contributions that direct ESI-MS analysis can give to the identification of new putative IDPs and to their conformational investigation.",IDP compaction;Sic1;charge-state distributions;charge-to-mass relation;intrinsically folded structural units;native mass spectrometry;protein folding;proteomics;solvent-accessible surface area;α-synuclein
Intrinsically Disord Proteins. 2013 Jan-Dec; 1(1): e25724.,10.4161/idp.25724,PMC5424788,28516017,Distribution and cluster analysis of predicted intrinsically disordered protein Pfam domains,Robert W Williams;Bin Xue;Vladimir N Uversky;A Keith Dunker,"1Department of Biomedical Informatics; Uniformed Services University; Bethesda, MD USA;2Center for Computational Biology and Bioinformatics; Indiana School of Medicine; Indianapolis, IN USA;3Department of Molecular Medicine; College of Medicine; University of South Florida; Tampa, FL USA;4Byrd Alzheimer’s Research Institute; College of Medicine; University of South Florida; Tampa, FL USA;5Institute for Biological Instrumentation; Russian Academy of Sciences; Moscow Region, Russia;*Correspondence to: Robert W Williams, Email: ude.shusu@smailliw.trebor","The Pfam database groups regions of proteins by how well hidden Markov models (HMMs) can be trained to recognize similarities among them. Conservation pressure is probably in play here. The Pfam seed training set includes sequence and structure information, being drawn largely from the PDB. A long standing hypothesis among intrinsically disordered protein (IDP) investigators has held that conservation pressures are also at play in the evolution of different kinds of intrinsic disorder, but we find that predicted intrinsic disorder (PID) is not always conserved across Pfam domains. Here we analyze distributions and clusters of PID regions in 193024 members of the version 23.0 Pfam seed database. To include the maximum information available for proteins that remain unfolded in solution, we employ the 10 linearly independent Kidera factors1–3 for the amino acids, combined with PONDR4 predictions of disorder tendency, to transform the sequences of these Pfam members into an 11 column matrix where the number of rows is the length of each Pfam region. Cluster analyses of the set of all regions, including those that are folded, show 6 groupings of domains. Cluster analyses of domains with mean VSL2b scores greater than 0.5 (half predicted disorder or more) show at least 3 separated groups. It is hypothesized that grouping sets into shorter sequences with more uniform length will reveal more information about intrinsic disorder and lead to more finely structured and perhaps more accurate predictions. HMMs could be trained to include this information.",Cluster;PONDR;intrinsically;disordered;Kidera;unfolded;Pfam;protein;cancer;diabetes;phylogenetic;mammals;eukaryota;viruses;bacteria;archaea;APOC1;ANFB;DBND1;BAALC;PPR1A;ATTY;DSS1;TR13C;MYBB;LZTS2;HNF1A;NFM;APC;BRCA2
PLoS One. 2013; 8(9): e72760.,10.1371/journal.pone.0072760,PMC3785498,24086265,Conformational Dissection of a Viral Intrinsically Disordered Domain Involved in Cellular Transformation,María G. Noval;Mariana Gallo;Sebastián Perrone;Andres G. Salvay;Lucía B. Chemes;Gonzalo de Prat-Gay,"
1
Protein Structure-Function and Engineering Laboratory, Fundación Instituto Leloir and IIBBA- CONICET, Buenos Aires, Argentina, 
;
2
NMR Laboratory, Fundación Instituto Leloir and IIBBA-CONICET, Buenos Aires, Argentina, 
;
3
Institute of Physics of Liquids and Biological Systems, Universidad Nacional de La Plata, La Plata, Argentina, 
;
4
Department of Science and Technology, Universidad Nacional de Quilmes, Bernal, Argentina, 
;
Aligarh Muslim University, India, 
;#Contributed equally.;* E-mail: ra.gro.riolel@gpg;Competing Interests: The authors have declared that no competing interests exist.;Conceived and designed the experiments: MGN LBC MG GPG. Performed the experiments: MGN MG LBC AGS SP. Analyzed the data: MGN LBC MG AGS GPG. Contributed reagents/materials/analysis tools: GPG LBC MG. Wrote the paper: MGN LBC MG AGS GPG.",Conceived and designed the experiments: MGN LBC MG GPG. Performed the experiments: MGN MG LBC AGS SP. Analyzed the data: MGN LBC MG AGS GPG. Contributed reagents/materials/analysis tools: GPG LBC MG. Wrote the paper: MGN LBC MG AGS GPG.,
